carat,cut,color,clarity,depth,table,price,x,y,z,price_per_carat,price_per_carat_is_high
1.3,Good,D,SI2,57.1,63.0,10692.630000000001,7.22,7.27,4.14,4866.923076923077,1
1.24,Premium,H,SI1,60.1,58.0,10692.630000000001,7.04,7.01,4.22,5102.419354838709,1
1.29,Ideal,J,SI1,61.6,57.0,10692.630000000001,6.98,7.01,4.32,4904.6511627906975,1
1.03,Premium,G,VS2,62.3,59.0,10692.630000000001,6.42,6.38,3.99,6142.718446601942,1
2.14,Fair,H,I1,66.4,56.0,10694.32,8.0,7.92,5.29,2957.009345794392,1
1.18,Ideal,E,SI2,60.9,57.0,10694.32,6.86,6.89,4.19,5362.71186440678,1
1.0,Good,D,SI1,64.1,56.0,10694.32,6.28,6.24,4.01,6328.0,1
1.0,Premium,F,VS2,62.8,59.0,10694.32,6.35,6.32,3.98,6328.0,1
1.0,Ideal,G,VS2,60.5,56.0,10694.32,6.54,6.49,3.94,6328.0,1
1.0,Premium,F,VS2,62.2,59.0,10694.32,6.37,6.29,3.94,6328.0,1
1.01,Premium,F,VS2,60.8,58.0,10697.7,6.44,6.49,3.93,6267.3267326732675,1
1.01,Good,F,VS2,63.9,58.0,10697.7,6.32,6.39,4.06,6267.3267326732675,1
1.26,Ideal,J,VS1,62.2,58.0,10701.080000000002,6.88,6.92,4.29,5025.396825396825,1
1.01,Good,F,VS2,60.6,62.0,10701.080000000002,6.52,6.49,3.94,6269.306930693069,1
1.02,Premium,F,VS2,62.7,59.0,10702.77,6.44,6.41,4.03,6208.823529411765,1
1.2,Premium,H,VS2,61.4,59.0,10702.77,6.79,6.75,4.16,5277.5,1
1.02,Ideal,G,VS2,60.6,56.0,10702.77,6.56,6.52,3.96,6208.823529411765,1
1.04,Very Good,G,VS2,61.1,56.0,10704.460000000001,6.54,6.56,4.01,6090.384615384615,1
1.22,Very Good,G,SI1,62.1,58.0,10704.460000000001,6.84,6.89,4.26,5191.803278688525,1
1.3,Premium,J,VS1,61.6,56.0,10704.460000000001,7.06,7.0,4.33,4872.307692307692,1
1.3,Ideal,J,VS1,62.3,57.0,10704.460000000001,7.06,6.97,4.37,4872.307692307692,1
1.01,Premium,G,VS1,62.7,58.0,10706.15,6.36,6.31,3.97,6272.277227722772,1
1.19,Ideal,G,SI1,62.3,55.0,10706.15,6.76,6.81,4.23,5323.529411764706,1
1.01,Good,E,VS2,63.7,56.0,10706.15,6.29,6.27,4.0,6272.277227722772,1
1.01,Premium,E,VS2,63.0,60.0,10706.15,6.35,6.32,3.99,6272.277227722772,1
1.01,Premium,E,VS2,62.9,58.0,10706.15,6.47,6.37,4.04,6272.277227722772,1
1.01,Premium,E,VS2,60.2,58.0,10706.15,6.56,6.52,3.94,6272.277227722772,1
1.01,Very Good,E,VS2,63.1,60.0,10706.15,6.3,6.26,3.96,6272.277227722772,1
1.01,Premium,G,VS1,61.2,58.0,10706.15,6.47,6.33,3.92,6272.277227722772,1
1.17,Very Good,H,SI1,59.6,62.0,10707.840000000002,6.88,6.82,4.08,5415.384615384616,1
1.31,Ideal,J,SI1,62.5,56.0,10709.53,6.95,7.04,4.37,4837.404580152672,1
1.37,Premium,H,VS2,60.9,59.0,10709.53,7.22,7.17,4.38,4625.5474452554745,1
1.31,Ideal,I,VS2,62.4,57.0,10711.22,6.93,6.97,4.34,4838.167938931298,1
0.81,Ideal,F,IF,61.5,55.0,10711.22,5.98,6.05,3.7,7824.691358024691,1
1.37,Ideal,J,SI1,62.1,55.0,10712.910000000002,7.13,7.16,4.44,4627.0072992700725,1
1.0,Very Good,F,VS2,62.2,55.0,10714.6,6.39,6.44,3.99,6340.0,1
1.01,Ideal,G,VS2,62.4,57.0,10714.6,6.39,6.36,3.98,6277.227722772277,1
1.02,Ideal,D,SI1,62.2,56.0,10714.6,6.43,6.47,4.0,6215.686274509804,1
1.5,Fair,H,SI1,68.0,59.0,10714.6,7.12,6.82,4.76,4226.666666666667,1
1.35,Premium,I,SI1,62.1,58.0,10714.6,7.07,7.0,4.37,4696.296296296296,1
1.04,Ideal,G,VS2,62.0,57.0,10717.980000000001,6.49,6.5,4.03,6098.076923076923,1
1.04,Very Good,F,VS2,60.1,59.0,10717.980000000001,6.56,6.61,3.96,6098.076923076923,1
1.02,Ideal,E,SI1,62.6,57.0,10717.980000000001,6.41,6.44,4.02,6217.64705882353,1
1.51,Premium,E,SI2,62.7,58.0,10717.980000000001,7.27,7.24,4.55,4200.0,1
1.51,Premium,J,VS2,62.3,59.0,10717.980000000001,7.36,7.3,4.57,4200.0,1
1.37,Ideal,I,VS2,61.5,56.0,10719.67,7.14,7.11,4.38,4629.9270072992695,1
1.22,Ideal,E,SI2,62.7,57.0,10719.67,6.84,6.81,4.28,5199.180327868852,1
1.2,Good,D,SI2,63.7,52.0,10721.36,6.72,6.68,4.27,5286.666666666667,1
1.03,Premium,E,VS2,60.0,59.0,10721.36,6.54,6.6,3.94,6159.223300970873,1
1.1,Ideal,H,VS2,62.7,56.0,10721.36,6.58,6.63,4.14,5767.272727272727,1
2.0,Premium,H,I1,59.7,62.0,10721.36,8.19,8.02,4.85,3172.0,1
1.2,Good,D,SI2,62.2,65.0,10721.36,6.75,6.7,4.18,5286.666666666667,1
1.01,Ideal,E,SI1,60.8,56.0,10724.740000000002,6.53,6.47,3.95,6283.168316831683,1
1.01,Ideal,E,SI1,61.1,57.0,10724.740000000002,6.5,6.47,3.96,6283.168316831683,1
2.02,Fair,G,I1,68.0,55.0,10724.740000000002,7.77,7.72,5.27,3141.5841584158416,1
2.02,Fair,G,I1,65.6,57.0,10724.740000000002,7.87,7.8,5.15,3141.5841584158416,1
1.14,Ideal,G,SI2,62.3,56.0,10724.740000000002,6.66,6.69,4.16,5566.666666666667,1
1.21,Ideal,H,SI2,62.1,58.0,10726.43,6.78,6.84,4.23,5245.454545454546,1
1.0,Ideal,G,VS1,62.2,56.0,10729.810000000001,6.35,6.41,3.97,6349.0,1
1.0,Ideal,G,VS1,62.7,54.0,10729.810000000001,6.37,6.42,4.01,6349.0,1
1.0,Good,G,VS1,63.6,59.0,10729.810000000001,6.3,6.34,4.02,6349.0,1
1.26,Premium,I,VS2,61.2,59.0,10731.5,7.03,6.9,4.26,5039.68253968254,1
1.26,Premium,H,SI2,61.3,57.0,10731.5,6.96,6.87,4.24,5039.68253968254,1
1.2,Very Good,H,SI1,61.6,61.0,10731.5,6.81,6.77,4.18,5291.666666666667,1
1.62,Premium,H,SI2,63.0,58.0,10731.5,7.47,7.41,4.69,3919.753086419753,1
1.4,Ideal,J,SI1,62.1,57.0,10731.5,7.17,7.14,4.44,4535.714285714286,1
1.05,Ideal,G,VS2,61.7,56.0,10731.5,6.54,6.52,4.03,6047.619047619048,1
1.26,Ideal,I,VS2,62.6,55.0,10731.5,6.96,6.91,4.34,5039.68253968254,1
1.22,Premium,E,SI2,61.5,58.0,10733.190000000002,6.85,6.81,4.2,5205.737704918033,1
1.0,Good,F,VS2,63.9,62.0,10734.880000000001,6.26,6.32,4.02,6352.0,1
1.1,Very Good,D,SI1,60.7,55.0,10734.880000000001,6.71,6.74,4.08,5774.545454545454,1
1.0,Very Good,F,VS2,62.9,55.0,10734.880000000001,6.34,6.38,4.0,6352.0,1
1.0,Premium,F,VS2,62.4,60.0,10734.880000000001,6.35,6.38,3.97,6352.0,1
1.0,Premium,F,VS2,62.6,60.0,10734.880000000001,6.29,6.37,3.96,6352.0,1
1.02,Ideal,G,VS2,62.5,57.0,10734.880000000001,6.41,6.45,4.02,6227.450980392156,1
1.25,Ideal,I,SI1,61.0,56.0,10734.880000000001,6.97,7.02,4.27,5081.6,1
1.06,Premium,D,SI1,61.1,59.0,10734.880000000001,6.63,6.56,4.03,5992.4528301886785,1
1.01,Fair,G,VS1,64.6,60.0,10736.57,6.34,6.22,4.06,6290.0990099009905,1
1.01,Premium,G,VS1,59.9,59.0,10736.57,6.51,6.48,3.89,6290.0990099009905,1
1.01,Very Good,G,VS1,60.7,63.0,10736.57,6.4,6.38,3.88,6290.0990099009905,1
1.01,Premium,G,VS1,60.5,60.0,10736.57,6.52,6.44,3.92,6290.0990099009905,1
1.01,Ideal,G,VS2,61.6,56.0,10736.57,6.46,6.43,3.97,6290.0990099009905,1
1.01,Very Good,G,VVS2,61.3,61.0,10738.260000000002,6.32,6.47,3.92,6291.089108910891,1
1.24,Very Good,G,SI2,60.5,60.0,10738.260000000002,6.93,7.01,4.22,5124.193548387097,1
1.22,Premium,H,VS2,60.9,58.0,10738.260000000002,6.89,6.86,4.19,5208.196721311476,1
1.22,Premium,H,SI1,61.9,56.0,10738.260000000002,6.89,6.84,4.25,5208.196721311476,1
1.22,Premium,I,VS1,60.6,61.0,10738.260000000002,6.94,6.88,4.19,5208.196721311476,1
1.07,Premium,G,VS2,62.1,58.0,10739.95,6.55,6.59,4.08,5939.252336448598,1
1.07,Very Good,G,VS2,63.0,55.0,10739.95,6.5,6.55,4.11,5939.252336448598,1
1.07,Ideal,G,VS2,62.2,57.0,10739.95,6.53,6.55,4.07,5939.252336448598,1
1.07,Very Good,G,VS2,60.5,56.0,10739.95,6.64,6.71,4.04,5939.252336448598,1
1.07,Very Good,G,VS2,60.9,58.0,10739.95,6.56,6.6,4.01,5939.252336448598,1
1.02,Ideal,G,VS2,60.5,57.0,10741.640000000001,6.51,6.55,3.95,6231.3725490196075,1
1.29,Premium,J,VVS2,62.6,59.0,10741.640000000001,6.98,6.91,4.35,4927.131782945737,1
2.15,Premium,H,I1,62.9,57.0,10743.330000000002,8.25,8.2,5.18,2956.744186046512,1
1.0,Premium,E,VS2,62.9,59.0,10746.710000000001,6.38,6.27,3.98,6359.0,1
0.92,Ideal,F,VS1,61.3,56.0,10748.4,6.26,6.3,3.85,6913.043478260869,1
1.04,Good,G,VS1,63.8,57.0,10748.4,6.42,6.37,4.08,6115.384615384615,1
1.04,Premium,G,VS1,60.2,58.0,10748.4,6.65,6.64,4.0,6115.384615384615,1
1.04,Very Good,F,VS2,61.0,60.0,10750.090000000002,6.54,6.48,3.97,6116.346153846153,1
1.53,Good,H,I1,62.3,55.6,10750.090000000002,7.34,7.38,4.59,4157.516339869281,1
1.26,Ideal,G,SI2,61.8,57.0,10751.78,6.93,6.95,4.29,5049.206349206349,1
1.19,Premium,H,VS2,61.0,59.0,10753.47,6.91,6.8,4.18,5347.058823529412,1
1.06,Ideal,F,SI1,61.7,55.0,10753.47,6.58,6.56,4.06,6002.830188679245,1
1.5,Good,I,SI2,65.0,55.0,10755.160000000002,7.15,7.24,4.68,4242.666666666667,1
1.02,Very Good,E,VS2,60.6,61.0,10758.540000000003,6.44,6.47,3.91,6241.176470588235,1
1.39,Ideal,J,VS2,60.3,57.0,10758.540000000003,7.26,7.24,4.37,4579.856115107914,1
1.01,Fair,F,VS1,64.6,60.0,10758.540000000003,6.26,6.16,4.01,6302.970297029703,1
1.16,Premium,E,SI1,61.3,60.0,10758.540000000003,6.7,6.64,4.09,5487.931034482759,1
1.01,Fair,D,VS2,65.3,58.0,10758.540000000003,6.29,6.24,4.09,6302.970297029703,1
1.52,Premium,J,SI1,61.0,59.0,10760.230000000001,7.41,7.35,4.5,4188.815789473684,1
1.01,Very Good,G,VS1,62.3,60.0,10761.92,6.35,6.49,4.0,6304.950495049505,1
1.53,Good,J,SI2,64.1,58.0,10761.92,7.3,7.18,4.64,4162.091503267974,1
1.31,Premium,H,VS2,62.1,58.0,10761.92,7.01,6.86,4.31,4861.0687022900765,1
1.04,Ideal,H,VS1,62.5,53.0,10761.92,6.5,6.52,4.07,6123.076923076923,1
1.04,Ideal,H,VS1,62.0,54.0,10761.92,6.52,6.54,4.05,6123.076923076923,1
1.17,Ideal,H,SI1,61.1,57.0,10761.92,6.77,6.83,4.16,5442.735042735043,1
1.1,Very Good,G,VS2,61.9,57.0,10763.61,6.59,6.65,4.1,5789.999999999999,1
1.38,Very Good,H,SI2,62.3,60.0,10763.61,7.07,7.12,4.42,4615.217391304348,1
1.0,Good,G,VS2,59.1,62.0,10763.61,6.42,6.45,3.8,6369.0,1
1.01,Premium,G,VVS2,61.9,58.0,10766.990000000002,6.48,6.38,3.98,6307.920792079208,1
1.01,Very Good,G,VVS2,62.1,63.0,10766.990000000002,6.38,6.31,3.94,6307.920792079208,1
1.25,Ideal,G,SI2,61.1,55.0,10766.990000000002,6.95,6.99,4.26,5096.8,1
1.22,Ideal,D,SI2,61.8,58.0,10768.68,6.84,6.92,4.25,5222.950819672131,1
1.29,Ideal,I,SI1,61.9,56.0,10768.68,6.97,7.03,4.33,4939.53488372093,1
1.05,Very Good,D,VS2,62.9,57.0,10770.37,6.39,6.51,4.06,6069.523809523809,1
1.2,Very Good,E,SI1,63.2,57.0,10770.37,6.75,6.69,4.25,5310.833333333334,1
1.54,Fair,I,SI2,65.0,56.0,10773.75,7.22,7.14,4.67,4139.61038961039,1
1.0,Very Good,E,VS2,59.4,59.0,10777.130000000001,6.44,6.46,3.83,6377.0,1
2.03,Fair,G,I1,66.3,56.0,10777.130000000001,7.81,7.75,5.16,3141.379310344828,1
2.03,Premium,G,I1,61.1,58.0,10777.130000000001,8.11,8.06,4.94,3141.379310344828,1
1.0,Ideal,G,VS2,62.4,59.0,10777.130000000001,6.36,6.4,3.98,6377.0,1
1.66,Ideal,J,SI2,60.8,57.0,10777.130000000001,7.68,7.65,4.66,3841.566265060241,1
1.24,Premium,E,SI2,61.1,59.0,10777.130000000001,6.99,6.89,4.24,5142.741935483871,1
1.0,Ideal,G,VS1,62.6,56.0,10777.130000000001,6.39,6.36,3.99,6377.0,1
1.0,Premium,G,VS1,62.4,60.0,10777.130000000001,6.39,6.37,3.98,6377.0,1
1.18,Ideal,I,VVS1,59.7,54.0,10778.82,6.92,6.99,4.15,5405.084745762712,1
1.13,Premium,G,VS2,62.7,57.0,10780.510000000002,6.67,6.61,4.16,5645.132743362832,1
1.2,Ideal,I,VS1,61.5,59.0,10782.2,6.82,6.84,4.2,5316.666666666667,1
1.24,Ideal,I,SI1,60.6,59.0,10783.890000000001,6.97,7.03,4.24,5145.967741935484,1
1.14,Fair,G,VS1,57.5,67.0,10783.890000000001,0.0,0.0,0.0,5597.368421052632,1
1.0,Very Good,F,VS2,63.3,55.0,10785.580000000002,6.34,6.29,4.0,6382.0,1
1.24,Premium,I,VVS2,62.7,58.0,10787.27,6.85,6.89,4.31,5147.580645161291,1
1.27,Ideal,E,SI2,60.2,57.0,10787.27,7.09,7.14,4.28,5025.9842519685035,1
1.51,Ideal,H,SI2,61.7,57.0,10788.960000000001,7.39,7.36,4.55,4227.814569536424,1
1.0,Very Good,G,VS2,62.8,62.0,10792.340000000002,6.28,6.33,3.96,6386.0,1
1.46,Premium,J,SI2,60.1,58.0,10794.03,7.43,7.34,4.44,4374.657534246576,1
1.22,Premium,H,SI1,60.6,60.0,10794.03,6.92,6.85,4.17,5235.245901639344,1
1.1,Premium,G,VS2,62.8,58.0,10794.03,6.6,6.58,4.14,5806.363636363636,1
1.1,Ideal,G,VS2,62.3,56.0,10794.03,6.63,6.59,4.12,5806.363636363636,1
1.22,Very Good,H,SI1,63.5,55.0,10794.03,6.78,6.73,4.29,5235.245901639344,1
1.09,Very Good,G,VS2,60.9,56.0,10795.72,6.67,6.7,4.07,5860.550458715596,1
1.22,Ideal,H,SI1,62.1,56.0,10795.72,6.87,6.81,4.25,5236.065573770492,1
1.0,Very Good,G,VS2,63.8,58.0,10797.410000000002,6.31,6.35,4.04,6389.0,1
1.23,Ideal,I,SI1,61.8,58.0,10797.410000000002,6.87,6.91,4.26,5194.308943089431,1
1.0,Good,D,VS2,64.1,58.0,10797.410000000002,6.24,6.33,4.03,6389.0,1
1.0,Good,F,VS1,64.2,60.0,10797.410000000002,6.18,6.28,4.0,6389.0,1
1.33,Premium,I,VS1,61.7,58.0,10799.1,7.09,7.14,4.39,4804.511278195489,1
1.01,Fair,F,VS1,64.5,59.0,10800.790000000003,6.27,6.19,4.02,6327.722772277228,1
1.13,Ideal,F,SI1,59.6,57.0,10800.790000000003,6.83,6.79,4.06,5655.752212389381,1
1.02,Ideal,F,VS2,61.0,56.0,10804.17,6.55,6.62,4.02,6267.64705882353,1
1.51,Premium,F,SI2,62.7,58.0,10804.17,7.33,7.29,4.58,4233.774834437086,1
1.51,Good,J,SI1,64.1,61.0,10805.86,7.16,7.19,4.6,4234.437086092716,1
1.35,Ideal,J,SI1,62.3,57.0,10809.240000000002,7.08,7.02,4.39,4737.777777777777,1
1.27,Ideal,I,VS1,62.8,57.0,10809.240000000002,6.86,6.89,4.32,5036.220472440945,1
1.02,Very Good,E,SI1,62.7,60.0,10810.93,6.45,6.4,4.03,6271.56862745098,1
1.36,Good,E,SI2,58.0,64.0,10810.93,7.26,7.19,4.19,4703.676470588235,1
1.7,Ideal,H,I1,61.3,55.0,10810.93,7.7,7.63,4.7,3762.9411764705883,1
1.2,Premium,E,SI2,62.6,56.0,10810.93,6.84,6.77,4.26,5330.833333333334,1
1.0,Fair,F,VS1,65.3,59.0,10810.93,6.25,6.21,4.07,6397.0,1
1.02,Premium,E,VS2,60.4,58.0,10810.93,6.51,6.47,3.92,6271.56862745098,1
1.21,Fair,G,SI1,64.6,60.0,10810.93,6.69,6.62,4.3,5286.7768595041325,1
1.02,Good,F,VS2,64.2,59.0,10810.93,6.4,6.28,4.07,6271.56862745098,1
1.02,Premium,G,VS2,62.1,58.0,10810.93,6.5,6.44,4.02,6271.56862745098,1
1.22,Ideal,H,SI2,62.3,57.0,10812.62,6.84,6.89,4.28,5244.262295081968,1
1.22,Ideal,I,SI1,62.3,58.0,10812.62,6.8,6.82,4.24,5244.262295081968,1
1.01,Very Good,E,VS2,60.9,57.0,10814.310000000001,6.41,6.47,3.92,6335.6435643564355,1
1.01,Good,E,VS2,63.3,60.0,10814.310000000001,6.3,6.33,4.0,6335.6435643564355,1
1.01,Good,E,VS2,63.3,58.0,10814.310000000001,6.35,6.38,4.03,6335.6435643564355,1
1.01,Very Good,E,VS2,62.0,55.0,10814.310000000001,6.42,6.46,3.99,6335.6435643564355,1
1.01,Very Good,E,VS2,58.1,60.0,10814.310000000001,6.51,6.58,3.8,6335.6435643564355,1
1.25,Very Good,G,SI2,61.4,59.0,10814.310000000001,6.97,6.93,4.27,5119.2,1
1.06,Ideal,F,VS2,60.5,57.0,10814.310000000001,6.6,6.58,3.99,6036.792452830188,1
0.84,Ideal,D,VVS1,62.0,54.0,10814.310000000001,6.04,6.08,3.76,7617.857142857143,1
1.06,Premium,F,VS2,62.3,58.0,10814.310000000001,6.56,6.51,4.07,6036.792452830188,1
1.0,Premium,E,VS2,62.9,58.0,10816.0,6.36,6.29,3.98,6400.0,1
1.35,Premium,G,SI2,58.4,59.0,10816.0,7.32,7.28,4.26,4740.740740740741,1
1.22,Ideal,F,SI2,62.5,56.2,10817.690000000002,6.81,6.85,4.27,5246.72131147541,1
1.37,Ideal,I,SI2,62.2,56.0,10817.690000000002,7.07,7.14,4.42,4672.262773722628,1
1.57,Premium,I,SI2,62.2,60.0,10817.690000000002,7.43,7.36,4.6,4077.0700636942674,1
1.27,Ideal,I,VS2,62.6,57.0,10817.690000000002,6.92,6.88,4.32,5040.157480314961,1
1.47,Premium,I,SI2,61.6,59.0,10821.07,7.29,7.32,4.5,4355.78231292517,1
1.05,Ideal,F,VS2,62.7,56.0,10821.07,6.52,6.59,4.11,6098.095238095238,1
1.27,Ideal,H,SI2,61.8,57.0,10821.07,6.93,6.96,4.29,5041.7322834645665,1
1.22,Premium,E,SI1,59.7,61.0,10821.07,7.03,6.9,4.16,5248.360655737705,1
1.23,Ideal,E,SI2,61.2,55.0,10821.07,7.01,6.92,4.26,5205.691056910569,1
1.04,Very Good,F,VS2,59.0,57.0,10824.45,6.64,6.69,3.93,6158.653846153846,1
1.17,Ideal,I,SI1,61.7,56.0,10824.45,6.73,6.78,4.17,5474.358974358975,1
1.3,Premium,J,VVS2,62.9,60.0,10824.45,6.91,6.86,4.33,4926.923076923077,1
1.33,Premium,H,SI2,62.8,52.0,10824.45,7.15,7.06,4.46,4815.78947368421,1
1.01,Very Good,G,VS2,61.6,60.0,10826.140000000001,6.42,6.47,3.97,6342.574257425743,1
1.01,Very Good,G,VS2,63.4,55.0,10826.140000000001,6.35,6.4,4.04,6342.574257425743,1
1.23,Ideal,H,VS2,59.0,57.0,10826.140000000001,7.05,6.99,4.14,5208.130081300813,1
1.3,Premium,H,SI2,60.1,57.0,10826.140000000001,7.17,7.13,4.3,4927.692307692308,1
1.01,Good,G,VS1,59.2,63.0,10827.830000000002,6.5,6.48,3.84,6343.564356435643,1
1.22,Very Good,G,SI2,63.2,58.0,10831.210000000001,6.82,6.76,4.29,5253.2786885245905,1
1.32,Ideal,G,SI2,62.9,57.0,10831.210000000001,6.98,6.94,4.38,4855.30303030303,1
1.02,Ideal,G,VS2,62.5,58.0,10832.9,6.36,6.44,4.0,6284.313725490196,1
1.08,Ideal,H,VS2,60.3,57.0,10834.590000000002,6.67,6.7,4.03,5936.11111111111,1
0.3,Premium,I,VS1,60.3,58.0,1027.52,4.34,4.32,2.61,2026.6666666666667,1
0.3,Premium,I,VS1,59.8,60.0,1027.52,4.36,4.34,2.6,2026.6666666666667,1
0.3,Premium,I,VS1,60.4,58.0,1027.52,4.4,4.34,2.64,2026.6666666666667,1
0.3,Ideal,I,VS1,61.0,56.0,1027.52,4.37,4.35,2.66,2026.6666666666667,1
0.3,Premium,I,VS1,59.1,59.0,1027.52,4.38,4.35,2.58,2026.6666666666667,1
0.3,Premium,I,VS1,58.8,61.0,1027.52,4.43,4.38,2.59,2026.6666666666667,1
0.3,Premium,I,VS1,60.5,60.0,1027.52,4.33,4.3,2.61,2026.6666666666667,1
0.3,Premium,I,VS1,60.8,59.0,1027.52,4.32,4.3,2.62,2026.6666666666667,1
0.3,Very Good,I,VS1,63.4,54.0,1027.52,4.32,4.29,2.73,2026.6666666666667,1
0.3,Ideal,I,VS1,62.5,54.0,1027.52,4.32,4.29,2.69,2026.6666666666667,1
0.3,Ideal,I,VS1,62.5,57.0,1027.52,4.32,4.29,2.69,2026.6666666666667,1
0.3,Premium,I,VS1,61.7,58.0,1027.52,4.32,4.27,2.65,2026.6666666666667,1
0.3,Premium,I,VS1,62.0,58.0,1027.52,4.3,4.25,2.65,2026.6666666666667,1
0.3,Premium,I,VS1,62.9,58.0,1027.52,4.29,4.26,2.69,2026.6666666666667,1
0.3,Premium,I,VS1,61.7,59.0,1027.52,4.3,4.26,2.64,2026.6666666666667,1
0.3,Premium,I,VS1,63.0,53.0,1027.52,4.31,4.26,2.7,2026.6666666666667,1
0.3,Premium,I,VS1,61.6,60.0,1027.52,4.3,4.27,2.64,2026.6666666666667,1
0.3,Very Good,I,VS1,63.3,59.0,1027.52,4.23,4.2,2.67,2026.6666666666667,1
0.3,Premium,I,VS1,62.9,59.0,1027.52,4.3,4.22,2.68,2026.6666666666667,1
0.3,Good,I,VS1,63.7,58.0,1027.52,4.25,4.23,2.7,2026.6666666666667,1
0.3,Very Good,I,VS1,63.5,57.0,1027.52,4.29,4.24,2.71,2026.6666666666667,1
0.3,Premium,H,VS2,62.3,58.0,1027.52,4.33,4.31,2.69,2026.6666666666667,1
0.3,Premium,H,VS2,60.9,61.0,1027.52,4.35,4.32,2.64,2026.6666666666667,1
0.3,Ideal,H,VS2,60.7,57.0,1027.52,4.37,4.33,2.64,2026.6666666666667,1
0.3,Premium,H,VS2,61.8,60.0,1027.52,4.31,4.26,2.65,2026.6666666666667,1
0.3,Premium,H,VS2,60.9,61.0,1027.52,4.3,4.27,2.61,2026.6666666666667,1
0.3,Very Good,H,VS2,63.5,54.0,1027.52,4.3,4.27,2.72,2026.6666666666667,1
0.3,Premium,H,VS2,62.2,59.0,1027.52,4.31,4.28,2.67,2026.6666666666667,1
0.3,Premium,H,VS2,61.1,61.0,1027.52,4.33,4.31,2.64,2026.6666666666667,1
0.3,Premium,H,VS2,62.5,58.0,1027.52,4.28,4.26,2.67,2026.6666666666667,1
1.06,Ideal,G,VS2,62.7,55.0,10834.590000000002,6.53,6.49,4.08,6048.11320754717,1
1.01,Good,G,VS1,63.2,61.0,10836.28,6.33,6.35,4.01,6348.514851485148,1
1.01,Premium,G,VS1,59.8,59.0,10836.28,6.5,6.55,3.9,6348.514851485148,1
1.28,Ideal,G,SI2,61.5,57.0,10836.28,6.93,7.0,4.28,5009.375,1
1.02,Ideal,F,VS2,62.1,57.0,10836.28,6.44,6.37,3.98,6286.274509803921,1
1.08,Premium,G,VS2,59.4,59.0,10841.35,6.68,6.75,3.99,5939.814814814815,1
1.08,Very Good,G,VS2,62.3,58.0,10841.35,6.5,6.54,4.06,5939.814814814815,1
1.27,Premium,I,VS1,62.2,59.0,10841.35,6.87,6.92,4.29,5051.181102362205,1
1.02,Premium,G,VS2,62.5,58.0,10843.040000000003,6.46,6.41,4.02,6290.196078431372,1
1.01,Ideal,F,VS2,61.0,57.0,10843.040000000003,6.38,6.5,3.93,6352.475247524752,1
1.01,Premium,F,VS2,59.2,60.0,10843.040000000003,6.51,6.54,3.86,6352.475247524752,1
1.01,Good,F,VS2,63.1,60.0,10843.040000000003,6.36,6.39,4.02,6352.475247524752,1
1.01,Very Good,F,VS2,62.8,59.0,10843.040000000003,6.33,6.41,4.0,6352.475247524752,1
1.01,Premium,F,VS2,62.2,60.0,10843.040000000003,6.37,6.4,3.97,6352.475247524752,1
1.01,Premium,F,VS2,61.7,58.0,10843.040000000003,6.42,6.48,3.98,6352.475247524752,1
1.01,Ideal,F,VS2,62.0,56.0,10843.040000000003,6.46,6.51,4.02,6352.475247524752,1
1.2,Premium,H,VS2,62.5,58.0,10843.040000000003,6.77,6.73,4.23,5346.666666666667,1
1.2,Premium,H,VS2,62.4,59.0,10843.040000000003,6.73,6.69,4.19,5346.666666666667,1
1.2,Premium,H,VS2,62.8,58.0,10843.040000000003,6.75,6.7,4.22,5346.666666666667,1
1.02,Ideal,G,VS2,60.4,57.0,10843.040000000003,6.55,6.53,3.95,6290.196078431372,1
1.02,Premium,G,VS2,61.5,59.0,10843.040000000003,6.44,6.41,3.95,6290.196078431372,1
1.02,Ideal,G,VS2,62.5,55.0,10846.42,6.43,6.49,4.04,6292.156862745098,1
1.02,Ideal,G,VS2,62.8,57.0,10846.42,6.36,6.45,4.02,6292.156862745098,1
1.21,Ideal,I,VS1,62.2,54.5,10846.42,6.81,6.86,4.25,5304.1322314049585,1
1.22,Very Good,I,VS2,59.6,58.0,10848.11,6.95,6.98,4.15,5261.475409836065,1
1.25,Ideal,I,VS2,62.5,56.0,10848.11,6.87,6.92,4.31,5135.2,1
1.09,Ideal,H,VS2,61.4,57.0,10848.11,6.61,6.65,4.07,5888.990825688073,1
1.17,Ideal,G,SI1,60.7,56.0,10848.11,6.79,6.84,4.13,5486.324786324787,1
1.22,Very Good,G,SI1,63.4,56.0,10851.490000000002,6.75,6.78,4.29,5263.114754098361,1
1.5,Good,J,SI2,63.6,58.0,10851.490000000002,7.25,7.18,4.59,4280.666666666667,1
1.2,Very Good,H,VS2,63.2,54.0,10854.87,6.73,6.78,4.27,5352.5,1
1.04,Very Good,G,VS2,62.8,56.0,10856.560000000001,6.42,6.48,4.05,6176.923076923077,1
1.0,Ideal,F,VS2,61.7,58.0,10856.560000000001,6.37,6.43,3.95,6424.0,1
1.29,Ideal,H,SI1,62.6,56.0,10856.560000000001,6.96,6.93,4.35,4979.84496124031,1
1.49,Fair,H,I1,66.9,61.0,10858.25,6.93,6.89,4.62,4312.080536912752,1
1.01,Premium,E,VS2,62.1,58.0,10858.25,6.42,6.34,3.96,6361.3861386138615,1
1.08,Ideal,H,SI1,60.5,57.0,10859.940000000002,6.63,6.67,4.02,5950.0,1
